id,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
41733,Comedy,Drama, , , , , 
227306,Drama,War, , , , , 
5551,Action,Adventure,Thriller, , , , 
9350,Action,Adventure,Thriller, , , , 
9208,Action,Adventure,Drama,Thriller, , , 
4244,Fantasy,Comedy,Family, , , , 
1852,Drama,History,Thriller, , , , 
11820,Drama,Romance, , , , , 
76493,Comedy, , , , , , 
345,Mystery,Drama, , , , , 
196867,Comedy,Drama,Family, , , , 
256591,Romance,Comedy,Crime,Drama, , , 
59962,Action,Comedy,Romance, , , , 
36648,Science Fiction,Action,Horror,Thriller,Adventure,Fantasy, 
1880,Action,Thriller, , , , , 
9440,Comedy,Drama, , , , , 
71679,Action,Horror,Science Fiction, , , , 
10483,Action,Thriller,Science Fiction, , , , 
11412,Crime,Action,Mystery,Thriller, , , 
11983,Action,Adventure,Drama,Romance,Thriller, , 
6795,Family,Fantasy,Science Fiction,Adventure, , , 
550,Drama, , , , , , 
11170,Drama, , , , , , 
9292,Action,Adventure,Comedy, , , , 
10783,Action,Adventure,Comedy,Crime,Romance,Thriller, 
100241,Horror,Thriller, , , , , 
257,Crime,Drama,Family, , , , 
9947,Action,Fantasy, , , , , 
189,Crime,Thriller, , , , , 
12618,Drama,Romance, , , , , 
253412,Adventure,Drama, , , , , 
1427,Crime,Fantasy,Drama, , , , 
818,Comedy,Crime,Science Fiction, , , , 
16577,Animation,Action,Family,Science Fiction, , , 
329,Adventure,Science Fiction, , , , , 
12160,Drama,Action,Western, , , , 
9331,Action,Drama,Thriller, , , , 
300168,Action,Drama,Adventure, , , , 
9072,Comedy,Crime, , , , , 
3536,Action,Drama,Thriller,War, , , 
9087,Comedy,Drama,Romance, , , , 
12177,Comedy,Romance, , , , , 
12138,Action,Adventure,Comedy,Thriller,Crime, , 
273248,Crime,Drama,Mystery,Western, , , 
9955,Action,Comedy,Drama, , , , 
50359,Animation,Comedy,Family, , , , 
1271,Action,Adventure,War, , , , 
693,Comedy,Romance, , , , , 
14306,Comedy,Family, , , , , 
497,Fantasy,Drama,Crime, , , , 
11199,Action,Adventure,Comedy, , , , 
9982,Animation,Family,Comedy, , , , 
210577,Mystery,Thriller,Drama, , , , 
2501,Action,Drama,Mystery,Thriller, , , 
710,Adventure,Action,Thriller, , , , 
2275,Crime,Drama,Mystery,Thriller, , , 
37165,Comedy,Drama, , , , , 
9837,Adventure,Animation,Drama,Family,Music, , 
10708,Comedy,Family, , , , , 
136400,Action,Comedy,Crime, , , , 
10992,Comedy,Family, , , , , 
9654,Action,Crime, , , , , 
2642,Romance,Comedy, , , , , 
8916,Adventure,Animation,Comedy,Family, , , 
19899,Comedy,Romance, , , , , 
2119,Adventure, , , , , , 
9641,Comedy, , , , , , 
294254,Action, , , , , , 
38167,Drama, , , , , , 
5994,Comedy,Drama,Romance,Fantasy, , , 
39514,Action,Adventure,Comedy,Crime,Thriller, , 
9563,Drama, , , , , , 
547,Drama,Romance, , , , , 
1538,Drama,Crime,Thriller, , , , 
9334,Action,Fantasy,Adventure, , , , 
11128,Drama,Action,Thriller, , , , 
75780,Crime,Drama,Thriller, , , , 
8914,Action,Science Fiction,Thriller, , , , 
13576,Music,Documentary, , , , , 
39538,Drama,Thriller,Science Fiction, , , , 
10628,Comedy,Adventure,Crime, , , , 
14836,Animation,Family, , , , , 
8645,Thriller,Science Fiction, , , , , 
9509,Action,Drama,Thriller,Crime, , , 
10067,Comedy,Family, , , , , 
9384,Comedy,Crime, , , , , 
9279,Family,Comedy, , , , , 
1487,Fantasy,Action,Science Fiction, , , , 
9422,Drama, , , , , , 
77174,Family,Animation,Adventure,Comedy, , , 
4824,Action,Thriller,Adventure,Crime, , , 
9620,Action,Adventure,Mystery,Science Fiction,Thriller, , 
9302,Drama,Romance, , , , , 
10199,Adventure,Animation,Family, , , , 
10771,Thriller,Action,Comedy,Science Fiction, , , 
3512,Action,Thriller, , , , , 
137094,Action,Drama,Thriller, , , , 
274479,Drama,Comedy, , , , , 
267860,Action,Crime,Thriller, , , , 
8078,Science Fiction,Horror,Action, , , , 
7485,Action,Drama,Mystery,Thriller,Crime, , 
170687,Animation,Comedy,Family,Fantasy, , , 
6435,Drama,Fantasy,Comedy, , , , 
137106,Adventure,Animation,Comedy,Family,Fantasy, , 
10040,Action,Comedy, , , , , 
6278,Adventure,Action,Fantasy, , , , 
82682,Crime,Drama,Action,Thriller, , , 
17610,Comedy,Adventure, , , , , 
22954,Drama,History, , , , , 
16995,Action, , , , , , 
16558,Romance,Comedy,Crime, , , , 
9849,Comedy,Drama,Family,Science Fiction, , , 
5820,Action,Thriller,Crime, , , , 
16866,Science Fiction,Animation,Family,Comedy,Adventure, , 
201,Science Fiction,Action,Adventure,Thriller, , , 
11775,Crime,Comedy,Romance, , , , 
87825,Drama,Romance, , , , , 
12201,Crime,Drama,Mystery,Thriller, , , 
11015,Horror,Mystery,Thriller, , , , 
9932,Comedy,Crime, , , , , 
13389,Action,Crime,Drama,Thriller, , , 
8838,Action,Crime,Drama,Thriller, , , 
17332,Drama, , , , , , 
4958,Fantasy,Drama, , , , , 
786,Drama,Music, , , , , 
9513,Animation,Comedy,Family, , , , 
11679,Action,Adventure,Crime,Drama,Mystery,Thriller, 
38321,Action,Science Fiction,Fantasy,Thriller,Horror, , 
14411,Family,Animation,Adventure, , , , 
8413,Horror,Science Fiction,Mystery, , , , 
10052,Drama, , , , , , 
9676,Drama, , , , , , 
9664,Action,Adventure,Drama,History,Romance,War, 
2100,Action,Drama,Thriller, , , , 
10384,Horror,Science Fiction,Thriller, , , , 
137321,Drama,Fantasy,Mystery,Romance, , , 
123553,Action,Adventure,Drama,Mystery,Romance,Fantasy, 
11260,Comedy,Science Fiction,Adventure,Family, , , 
9009,Drama,Horror,Thriller, , , , 
11374,Comedy, , , , , , 
2309,Adventure,Family,Fantasy, , , , 
8285,Action,Comedy,Thriller,Crime,Science Fiction, , 
210860,Comedy,Adventure, , , , , 
2312,Adventure,Fantasy,Action,Drama, , , 
9839,Drama,Romance,Adventure,War, , , 
381902,Action,Adventure,Fantasy, , , , 
13922,Action,History,War, , , , 
293660,Action,Adventure,Comedy, , , , 
9713,Drama,Comedy, , , , , 
190859,War,Action, , , , , 
257445,Adventure,Horror,Comedy, , , , 
9007,Comedy,Fantasy,Romance, , , , 
889,Science Fiction,Comedy,Family,Romance, , , 
1370,Action,Adventure,Thriller,War, , , 
4942,Comedy,Romance,Drama, , , , 
347969,Comedy,Western, , , , , 
24438,Comedy, , , , , , 
116741,Comedy, , , , , , 
35791,Action,Adventure,Horror,Science Fiction, , , 
72431,Drama,Action,Adventure,History,War, , 
1813,Drama,Horror,Mystery,Thriller, , , 
87428,Comedy, , , , , , 
8840,Fantasy, , , , , , 
10589,Action,Comedy,Crime,Drama, , , 
71676,Action,Fantasy,Thriller, , , , 
1722,Drama,History,Romance, , , , 
10022,Action,Comedy,Drama,Family,Thriller, , 
11358,Adventure,Drama,Action,Thriller, , , 
13,Comedy,Drama,Romance, , , , 
6477,Comedy,Music,Family,Fantasy,Animation, , 
1597,Comedy,Romance, , , , , 
10530,Adventure,Animation,Drama,Family, , , 
1924,Action,Adventure,Fantasy,Science Fiction, , , 
9327,Fantasy,Comedy,Romance,Science Fiction, , , 
8488,Comedy,Drama,Romance, , , , 
10603,Adventure,Comedy,Family,Romance, , , 
8273,Comedy,Romance, , , , , 
109424,Action,Drama,Thriller, , , , 
35056,Comedy, , , , , , 
8839,Fantasy,Comedy,Family, , , , 
156022,Thriller,Action,Crime, , , , 
7303,Comedy,Drama,Romance, , , , 
8963,Action,Thriller,Drama, , , , 
1402,Drama, , , , , , 
9315,Thriller,Drama,Mystery, , , , 
8984,Drama,Thriller,Crime,Mystery,Romance, , 
795,Drama,Fantasy,Romance, , , , 
24,Action,Crime, , , , , 
11353,Comedy, , , , , , 
393,Action,Crime,Thriller, , , , 
9618,Action,Adventure,Comedy, , , , 
9374,Fantasy,Comedy, , , , , 
8584,Adventure,Action,Comedy,Western, , , 
2320,Action,Adventure,Drama,Thriller, , , 
58224,Comedy,Family, , , , , 
1729,Action,Adventure,Fantasy, , , , 
175574,Animation,Comedy,Family, , , , 
8077,Science Fiction,Action,Horror, , , , 
8818,History,Drama,Music, , , , 
8195,Action,Thriller,Crime,Adventure, , , 
10586,Adventure, , , , , , 
116149,Family,Comedy, , , , , 
80035,Comedy, , , , , , 
10632,Drama,Action,Thriller,Crime, , , 
12117,Drama,Mystery,Thriller, , , , 
1792,Comedy, , , , , , 
13260,Comedy, , , , , , 
72197,Animation,Adventure,Family,Comedy, , , 
3580,Crime,Drama,Mystery, , , , 
12123,Action,Drama,Science Fiction,Thriller, , , 
9566,Drama,Mystery,Thriller, , , , 
9833,Thriller,Drama,Romance, , , , 
4517,Drama,History,Romance, , , , 
8202,Action,Science Fiction, , , , , 
16072,Drama,History,War, , , , 
34314,Action,Thriller,Crime, , , , 
19724,Comedy, , , , , , 
145220,Comedy,Adventure,Crime,Family, , , 
14623,Action,Adventure,Comedy,Family,Fantasy,Science Fiction, 
42297,Drama,Romance, , , , , 
2841,Drama, , , , , , 
802,Drama,Romance, , , , , 
10375,Action,Thriller, , , , , 
36586,Fantasy,Horror,Action,Thriller, , , 
11321,Drama, , , , , , 
70074,Action,Crime,Thriller, , , , 
242,Crime,Drama,Thriller, , , , 
9621,Comedy,Drama,Romance, , , , 
1819,Comedy,Romance, , , , , 
8536,Action,Adventure,Fantasy,Science Fiction, , , 
8046,Drama, , , , , , 
1717,Drama,Thriller, , , , , 
479,Action,Adventure,Crime,Thriller, , , 
9444,Animation,Family, , , , , 
824,Drama,Music,Romance, , , , 
11456,Mystery,Thriller,Crime, , , , 
261023,Crime,Drama, , , , , 
3683,War,Drama,History, , , , 
22803,Drama,Crime,Thriller, , , , 
285923,Thriller,Action,Horror, , , , 
39437,Drama,Thriller, , , , , 
1950,Drama,Romance, , , , , 
640,Drama,Crime, , , , , 
97630,Thriller,Drama,History, , , , 
9767,Romance,Comedy, , , , , 
11631,Comedy,Romance, , , , , 
32856,Comedy,Romance, , , , , 
6519,Action,Adventure,Comedy, , , , 
8741,Drama,History,War, , , , 
49520,Comedy, , , , , , 
1850,Comedy,Drama,Romance, , , , 
524,Drama,Crime, , , , , 
26389,Action,Crime,Thriller, , , , 
11817,Action,Comedy,Fantasy, , , , 
2123,Comedy, , , , , , 
9907,Animation,Comedy,Family, , , , 
9969,Comedy,Family, , , , , 
18239,Adventure,Fantasy,Drama,Romance, , , 
808,Adventure,Animation,Comedy,Family,Fantasy, , 
38050,Science Fiction,Thriller,Romance, , , , 
8367,Adventure, , , , , , 
9390,Comedy,Drama,Romance, , , , 
72105,Comedy,Fantasy, , , , , 
2898,Comedy,Romance, , , , , 
10312,Comedy,Drama, , , , , 
109443,Comedy, , , , , , 
2022,Comedy,Romance, , , , , 
37686,Thriller,Science Fiction,Mystery, , , , 
462,Drama, , , , , , 
9919,Comedy,Romance, , , , , 
187017,Crime,Comedy,Action, , , , 
628,Horror,Romance, , , , , 
10201,Comedy, , , , , , 
302699,Action,Comedy, , , , , 
9441,Drama,Romance, , , , , 
274167,Comedy, , , , , , 
224141,Fantasy,Comedy,Music, , , , 
388,Crime,Drama,Thriller, , , , 
2112,Drama,Action,Thriller,Crime, , , 
10329,Action,Adventure,Drama,Mystery,Science Fiction,Thriller, 
74465,Drama,Comedy,Family, , , , 
13811,Action,Adventure,Drama,Mystery,Science Fiction,Thriller, 
6877,Comedy, , , , , , 
10320,Drama,Horror,Thriller, , , , 
50646,Comedy,Drama,Romance, , , , 
8920,Animation,Comedy,Family, , , , 
13673,Comedy,Family, , , , , 
60308,Drama, , , , , , 
6950,Action,Drama,Science Fiction,Thriller, , , 
225574,Action,Thriller,Mystery, , , , 
13836,Adventure,Family,Fantasy,Science Fiction,Thriller,Action, 
752,Action,Thriller,Fantasy, , , , 
6038,Action,Adventure,Comedy,Western, , , 
9975,Adventure,Animation,Comedy,Family, , , 
11451,Comedy,Family,Adventure,Fantasy,Romance, , 
12103,Thriller, , , , , , 
60304,Fantasy,Horror,Action, , , , 
2251,Thriller,Drama, , , , , 
46529,Action,Thriller,Science Fiction,Adventure, , , 
231,Drama,Thriller, , , , , 
300671,Action,Drama,History,Thriller,War, , 
228326,Romance,Animation,Adventure,Comedy,Family,Fantasy, 
9754,Thriller, , , , , , 
66,Crime,Drama,Thriller, , , , 
4421,Action,Drama, , , , , 
2649,Drama,Thriller,Mystery, , , , 
588,Horror,Mystery, , , , , 
10393,Comedy, , , , , , 
71552,Comedy, , , , , , 
9631,Action,Adventure,Crime,Drama,Mystery,Thriller, 
216282,Action,Thriller, , , , , 
306,Action,Comedy,Crime, , , , 
928,Comedy,Horror,Fantasy, , , , 
205587,Drama, , , , , , 
6623,Action,Thriller, , , , , 
1577,Horror,Action,Science Fiction, , , , 
9801,Comedy,Romance, , , , , 
2116,Thriller,Crime,Drama, , , , 
9624,Action,Thriller, , , , , 
14199,Adventure,Family,Science Fiction, , , , 
1907,Drama,Adventure,Romance,Thriller, , , 
4599,Drama,Comedy,Romance, , , , 
22832,Action,Crime,Thriller, , , , 
10390,Drama,Romance, , , , , 
9879,Drama,Thriller,Crime, , , , 
38579,Family,Comedy, , , , , 
44603,Drama,Fantasy, , , , , 
11892,Crime,Drama,Thriller, , , , 
9691,Action,Adventure,Crime,Thriller, , , 
1248,Crime,Drama,Thriller, , , , 
12220,Comedy,Drama,Romance, , , , 
72710,Action,Adventure,Romance,Science Fiction,Thriller, , 
10782,Action,Drama,Mystery,Thriller,Crime, , 
9573,Crime,Drama,Mystery,Thriller, , , 
4959,Drama,Thriller,Crime, , , , 
10061,Action,Adventure,Science Fiction,Thriller, , , 
10386,Adventure,Animation,Family,Fantasy,Science Fiction, , 
421,Adventure,Comedy,Drama, , , , 
316152,War,Action,Drama,History,Thriller, , 
11615,Drama,Thriller,Crime, , , , 
13498,Comedy,Action, , , , , 
241554,Action,Crime,Drama,Mystery,Thriller, , 
2252,Thriller,Crime,Mystery, , , , 
11968,Action,Thriller,Adventure,Crime, , , 
10047,Adventure,Drama,Action,History,War, , 
38319,Comedy, , , , , , 
69668,Drama,Thriller,Mystery, , , , 
9770,Action,Drama,Thriller, , , , 
11212,Action,Adventure,Comedy,Family, , , 
10533,Drama,History,Romance, , , , 
38363,Drama,Thriller, , , , , 
9923,Action,Crime, , , , , 
11863,Action,Thriller,Mystery,Romance, , , 
18501,Action,Thriller,Science Fiction, , , , 
109491,Fantasy,Drama,Romance, , , , 
9275,Comedy,Crime,Drama,Thriller, , , 
329833,Comedy, , , , , , 
12634,Comedy,Crime, , , , , 
10416,Comedy,Drama,Romance,Science Fiction, , , 
47327,Fantasy,Thriller,Action,Crime, , , 
15268,Action,Adventure,Science Fiction,Thriller, , , 
10796,Action,Science Fiction,Thriller, , , , 
9548,Action,Comedy,Thriller,Crime,Mystery, , 
18947,Drama,Comedy, , , , , 
1900,Thriller,Drama,Crime, , , , 
89,Adventure,Action, , , , , 
96724,Drama,Romance, , , , , 
198184,Crime,Action,Science Fiction, , , , 
9481,Drama,Mystery,Thriller,Crime, , , 
4547,Crime,Drama,Thriller, , , , 
53953,Horror, , , , , , 
6415,Action,Adventure,Comedy, , , , 
181283,Crime,Thriller, , , , , 
9896,Adventure,Comedy, , , , , 
167,Drama,Science Fiction, , , , , 
11232,Comedy,Fantasy,Romance,Science Fiction, , , 
1636,Fantasy,Comedy,Romance, , , , 
2148,Music,Drama,Crime,Romance, , , 
5176,Western, , , , , , 
260346,Thriller,Action, , , , , 
1389,Romance,Comedy,Crime, , , , 
9894,Comedy,Drama,Thriller, , , , 
7504,Drama, , , , , , 
8592,Adventure,Action,Comedy,Thriller,Crime, , 
913,Drama,Crime,Romance, , , , 
11091,Comedy,Drama,Romance, , , , 
1368,Action,Adventure,Thriller,War, , , 
593,Drama,Science Fiction,Adventure,Mystery, , , 
5393,Animation,Comedy,Family,Fantasy,Science Fiction, , 
9095,Drama,Horror,Thriller,Romance, , , 
8874,Comedy,Romance, , , , , 
11467,Comedy,Romance, , , , , 
320,Crime,Mystery,Thriller, , , , 
199,Science Fiction,Action,Adventure,Thriller, , , 
20533,Action,Western,Drama,Fantasy,Thriller, , 
10684,Drama,Thriller,Mystery,War, , , 
1624,Comedy, , , , , , 
325789,Crime,Drama,Thriller, , , , 
113464,Drama,History,War, , , , 
888,Fantasy,Comedy,Family, , , , 
82675,Action,Crime,Thriller, , , , 
4256,Comedy, , , , , , 
1493,Comedy,Crime,Action, , , , 
88751,Action,Science Fiction,Adventure,Comedy,Family, , 
11130,Comedy,Drama,Family,Romance, , , 
9944,Drama,Mystery,Thriller,Crime, , , 
10731,Drama,Thriller,Crime,Mystery, , , 
7350,Drama,Comedy, , , , , 
9869,Drama,Action,Thriller,Crime, , , 
4379,Romance,Comedy, , , , , 
146233,Drama,Thriller,Crime, , , , 
2034,Action,Crime,Drama,Thriller, , , 
926,Comedy,Family,Science Fiction, , , , 
4248,Comedy, , , , , , 
64328,Comedy,Family,Music, , , , 
36647,Horror,Action, , , , , 
7214,Drama, , , , , , 
1537,Action,Adventure,Crime,Thriller, , , 
9360,Adventure,Horror,Thriller, , , , 
6282,Comedy, , , , , , 
508,Comedy,Romance,Drama, , , , 
9487,Adventure,Animation,Comedy,Family, , , 
768,Horror,Mystery,Thriller, , , , 
2636,Action,Thriller, , , , , 
10478,Comedy,Drama,Romance, , , , 
27983,Comedy,Drama,Family, , , , 
9981,Romance,Comedy,Family, , , , 
7453,Adventure,Comedy,Family,Science Fiction, , , 
15045,Comedy,Drama,Family, , , , 
7737,Horror,Action,Science Fiction, , , , 
232672,Comedy, , , , , , 
17379,Adventure,Comedy,Drama, , , , 
8987,Action,Adventure,Crime,Thriller, , , 
11359,Adventure,Family,Fantasy, , , , 
82525,Crime,Drama,Thriller, , , , 
9759,Action,Adventure,Crime,Thriller, , , 
9486,Adventure,Action,Comedy, , , , 
9906,Fantasy,Adventure,Animation,Comedy,Family, , 
841,Action,Science Fiction,Adventure, , , , 
4688,Adventure,Drama,Music,Romance, , , 
4148,Drama,Romance, , , , , 
2207,Action,Adventure,Crime,Thriller, , , 
9381,Action,Adventure,Science Fiction,Thriller, , , 
9625,Action,Adventure,Crime,Drama,Thriller, , 
9304,Comedy,Fantasy,Science Fiction, , , , 
20856,Adventure,Comedy,Family,Fantasy,Science Fiction, , 
5955,Crime,Drama,Mystery,Thriller, , , 
9899,Comedy,Music, , , , , 
9826,Adventure,Action, , , , , 
21355,Drama,Romance,Western, , , , 
10858,History,Drama, , , , , 
11439,Thriller,Mystery, , , , , 
9457,Adventure,Action,Horror,Science Fiction, , , 
12412,Drama,War, , , , , 
1494,Action,Drama,Fantasy, , , , 
13184,Action,Crime,Thriller, , , , 
2185,Action,Comedy,Thriller, , , , 
6639,Drama,Romance, , , , , 
38153,Action,Thriller, , , , , 
58233,Crime,Adventure,Action,Comedy,Thriller, , 
116977,Animation,Action,Comedy,Family, , , 
68734,Drama,Thriller, , , , , 
5503,Adventure,Action,Thriller,Crime,Mystery, , 
27573,Action, , , , , , 
819,Crime,Drama,Thriller, , , , 
1369,Action,Adventure,Thriller,War, , , 
9623,Drama,Thriller, , , , , 
10895,Animation,Family, , , , , 
10935,Action,Drama,History,Western, , , 
834,Fantasy,Action,Science Fiction,Thriller, , , 
228066,Drama,Science Fiction,Thriller, , , , 
711,Drama, , , , , , 
10468,Comedy,Drama, , , , , 
10027,Action,Crime, , , , , 
11812,Romance,Comedy, , , , , 
37233,Drama,Mystery,Thriller, , , , 
37950,Drama, , , , , , 
27582,Action,Thriller,Crime, , , , 
64688,Action,Comedy,Crime, , , , 
509,Romance,Comedy,Drama, , , , 
7443,Animation,Comedy,Family, , , , 
5966,Comedy,Romance, , , , , 
11066,Comedy,Romance, , , , , 
136795,Action,Comedy,Crime, , , , 
8095,Drama,History,Romance, , , , 
87826,Comedy, , , , , , 
11560,Drama,Mystery,Thriller,Crime, , , 
25189,Comedy,Drama,Romance, , , , 
2637,Drama,Horror,Mystery, , , , 
18480,Comedy, , , , , , 
709,Adventure,Action,Thriller, , , , 
49730,Fantasy,Thriller,Horror, , , , 
2749,Action,Crime,Thriller, , , , 
9607,Adventure,Comedy,Family,Fantasy, , , 
1830,Crime,Drama,Thriller, , , , 
79,Drama,Adventure,Action,History, , , 
54054,Action,Comedy,Crime, , , , 
228967,Action,Comedy, , , , , 
46528,Adventure,Fantasy,Action,Western,Thriller, , 
27936,Action,Comedy,Crime, , , , 
65,Drama, , , , , , 
280391,Adventure,Comedy,Animation, , , , 
9476,Adventure,Drama,Romance,Action, , , 
10610,Thriller,Fantasy,Action,Comedy, , , 
745,Mystery,Thriller,Drama, , , , 
49527,Action,Thriller,Crime, , , , 
73937,Comedy, , , , , , 
1885,Drama, , , , , , 
168672,Drama,Crime, , , , , 
18240,Comedy,Romance,Drama, , , , 
10398,Crime,Drama,Mystery,Thriller, , , 
165,Adventure,Comedy,Family,Science Fiction, , , 
240832,Action,Science Fiction, , , , , 
216015,Drama,Romance,Thriller, , , , 
12279,Action,Adventure,Comedy,Family,Science Fiction, , 
1645,Crime,Drama,Thriller, , , , 
11007,Comedy, , , , , , 
193756,Action,Drama,Thriller,War, , , 
11287,Comedy, , , , , , 
259693,Horror, , , , , , 
37799,Drama, , , , , , 
10184,Comedy,Romance,Drama, , , , 
4257,Comedy, , , , , , 
4234,Horror,Mystery, , , , , 
196,Adventure,Comedy,Family,Science Fiction, , , 
257091,Comedy, , , , , , 
6114,Romance,Horror, , , , , 
24803,Romance,Drama, , , , , 
109410,Drama, , , , , , 
1213,Thriller,Crime,Drama, , , , 
100042,Comedy, , , , , , 
9036,Adventure,Drama,Family, , , , 
257211,Comedy, , , , , , 
323675,Action,Comedy, , , , , 
9361,Action,Adventure,Drama,History,Romance,War, 
1677,Drama,Music, , , , , 
187,Action,Thriller,Crime, , , , 
7461,Drama,Action,Thriller,Crime, , , 
16538,Comedy, , , , , , 
9889,Comedy,Romance, , , , , 
820,Drama,Thriller,History, , , , 
11565,Comedy,Crime, , , , , 
6073,Action,Comedy,Crime,Romance, , , 
16996,Comedy, , , , , , 
193610,Comedy,Romance, , , , , 
19912,Horror,Mystery, , , , , 
296098,Thriller,Drama, , , , , 
8007,Action,Drama,Thriller,War, , , 
32823,Comedy, , , , , , 
4380,Drama,Romance,Comedy, , , , 
11551,Comedy,Adventure,Fantasy,Science Fiction,Action, , 
10336,Action,Adventure,Fantasy,Horror,Science Fiction,Thriller, 
11362,Action,Adventure,Drama,Thriller, , , 
50348,Crime,Drama,Thriller, , , , 
48138,Action,Mystery,Thriller, , , , 
1124,Drama,Mystery,Thriller, , , , 
227159,Comedy, , , , , , 
68179,Animation,Comedy,Adventure,Family,Science Fiction, , 
1579,Action,Adventure,Drama,Thriller, , , 
708,Action,Adventure,Thriller, , , , 
34851,Action,Science Fiction,Adventure,Thriller, , , 
9930,Comedy,Crime,Drama,Romance,Thriller, , 
1586,Thriller,Mystery, , , , , 
2044,Romance,Drama,Mystery, , , , 
9913,Drama,Horror,Mystery,Thriller, , , 
71864,Fantasy,Drama,Comedy,Family, , , 
10761,Comedy,Romance, , , , , 
209451,Music,Drama, , , , , 
11975,Drama,Crime,Thriller, , , , 
4970,Horror,Thriller, , , , , 
11831,Drama,History,Mystery, , , , 
9096,Adventure, , , , , , 
440,Fantasy,Action,Science Fiction,Thriller,Horror, , 
11011,Comedy,Family, , , , , 
10641,Drama,Romance, , , , , 
11172,Comedy,Music,Romance, , , , 
39513,Adventure,Comedy,Science Fiction, , , , 
82687,Comedy, , , , , , 
41446,Horror,Mystery, , , , , 
8224,Thriller,Crime,Mystery, , , , 
10537,Drama,Music, , , , , 
225886,Comedy, , , , , , 
10385,Comedy,Drama, , , , , 
55779,Horror,Mystery, , , , , 
10154,Comedy,Crime,Romance, , , , 
10647,Drama,Romance, , , , , 
11431,Comedy,Drama,Romance, , , , 
8457,Comedy, , , , , , 
188161,Comedy,Western, , , , , 
8850,Adventure,Fantasy,Action,Thriller,Science Fiction, , 
64685,Drama, , , , , , 
38357,Comedy,Drama,Romance, , , , 
10060,Drama, , , , , , 
11398,Crime,Action,Adventure, , , , 
1833,Drama,Romance, , , , , 
10391,Drama,Horror,Thriller,Crime, , , 
8970,Comedy, , , , , , 
9306,Fantasy,Horror,Science Fiction, , , , 
11370,Action,Adventure,Drama, , , , 
12184,Drama, , , , , , 
1921,Drama,Romance, , , , , 
1683,Horror, , , , , , 
203,Drama,Crime, , , , , 
11858,Comedy,War, , , , , 
62835,Action,Thriller,Crime,Drama, , , 
18937,Fantasy,Animation,Drama,Romance,Family, , 
13536,Crime,Drama,Mystery, , , , 
15556,Drama,Romance, , , , , 
10718,Action, , , , , , 
11062,Drama,Thriller, , , , , 
10802,Drama, , , , , , 
1887,Drama,History, , , , , 
6071,Action,Crime,Drama,Thriller, , , 
10461,Action,Drama,Thriller,Crime, , , 
80278,Thriller,Drama, , , , , 
12704,Action,Adventure,Comedy, , , , 
10315,Adventure,Animation,Comedy,Family, , , 
16643,Comedy,Drama,Romance, , , , 
2687,Comedy,Fantasy,Science Fiction, , , , 
194,Comedy,Romance, , , , , 
11025,Comedy, , , , , , 
8849,Comedy, , , , , , 
78698,Adventure,Drama,Romance, , , , 
30943,Drama,Mystery, , , , , 
9544,Horror,Thriller, , , , , 
24418,Adventure,Fantasy,Action,Thriller, , , 
7288,Action,Comedy,Thriller, , , , 
14655,Comedy,Music, , , , , 
24575,Action,Drama,Thriller, , , , 
10366,Action,Science Fiction, , , , , 
19898,Action,Horror,Mystery,Science Fiction,Thriller, , 
4965,Action,Science Fiction,Thriller, , , , 
15074,Action,Adventure,Drama,Thriller, , , 
56715,Comedy,Fantasy,Science Fiction, , , , 
1272,Science Fiction,Thriller, , , , , 
72358,Drama,Comedy, , , , , 
20542,Adventure,Fantasy,Animation,Comedy,Science Fiction,Family, 
266396,Action,Drama,Crime, , , , 
9978,Adventure,Action,Family, , , , 
8271,Thriller,Drama,Mystery, , , , 
10428,Action,Crime,Thriller,Drama, , , 
5353,Action,Adventure,Thriller,Drama, , , 
11934,Comedy,Drama, , , , , 
14392,Action,Drama,History, , , , 
19495,Action,History,War, , , , 
110415,Action,Science Fiction,Drama, , , , 
77459,Adventure,Animation,Comedy,Family,Fantasy, , 
26486,Action,Comedy, , , , , 
9495,Fantasy,Action,Thriller, , , , 
256040,Action,Adventure,War,History, , , 
24420,Drama,Romance,Fantasy, , , , 
1257,Comedy, , , , , , 
62214,Animation,Comedy,Family, , , , 
16320,Science Fiction,Action,Adventure,Thriller, , , 
8842,Romance,Drama, , , , , 
9531,Comedy,Action,Adventure,Fantasy,Science Fiction, , 
64807,Comedy, , , , , , 
12289,Adventure,Drama,Action, , , , 
11529,Comedy,Romance, , , , , 
20943,Comedy,Romance, , , , , 
9099,Comedy,Family, , , , , 
9488,Action,Adventure,Family, , , , 
193,Science Fiction,Action,Adventure,Thriller, , , 
44865,Action,Drama,History, , , , 
55787,Drama,Romance, , , , , 
257932,Adventure,Family,Fantasy,Animation, , , 
10400,Drama, , , , , , 
1957,Drama,Thriller, , , , , 
10833,Crime,Comedy,Romance, , , , 
256961,Action,Comedy,Family, , , , 
5852,Drama,Romance,Thriller, , , , 
12312,Comedy, , , , , , 
622,Horror,Mystery,Thriller, , , , 
11306,Drama,Thriller, , , , , 
12508,Music,Drama,Comedy, , , , 
25793,Drama, , , , , , 
10534,Action,Drama, , , , , 
1091,Horror,Mystery,Science Fiction, , , , 
87421,Science Fiction,Action,Thriller, , , , 
10871,Action,Adventure,Mystery,Thriller, , , 
13503,Action,Western, , , , , 
13600,Adventure,Family,Fantasy, , , , 
68722,Drama, , , , , , 
